Tweet,Nilai
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. #VaksinGotongRoyongPekerja https://t.co/RuQRu7acaD",
"Sahabat, pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/b0BPGmiZYC",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/Hq1apMrvWy",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/SsU07O5yfV",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/FGjvhamBRu",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/Hpw4TF0CHw",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/eqHvV6g5Ji",
"@mamedmad Coba browsing utk sinopharm/cansino, sudah berapa banyak KIPI nya dibandingkan AZ. Sepanjang yg sy tahu AZ di eropa sdh ada bbrp laporan KIPI pembekuan darah sampai jd korban jiwa. Kalo sinopharm/cansino sy blm gitu tau...",Tidak Percaya
@matriphe @justcecile Cansino lagi mengembangkan vaksin yg bisa dihirup.,
"@kapten_imel Hooh, jadi bingung mau ikut vaksin pake ktp dki (az) apa vaksin gotong royong dari kantor (sinopharm, cansino) 😅",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan.

#VaksinGotongRoyongPekerja",
"Haikimers!
Pada hari ini, Vaksin Gotong Royong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.

#VaksinGotongRoyongPekerja https://t.co/fwgsDcTMZC",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/diVXpWaxZN",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/xfz3gI1GFZ",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.

#VaksinGotongRoyongPekerja https://t.co/yT0IfmsUlB",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/VTL8dXc5XN",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/kZF9h4iYEA",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/x3lZZXAg00",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/Jw5q9WNY7q",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/e9XOfN33Qi",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.  -c- https://t.co/90ntscfaCh",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/1E1Xa510F1",
Program vaksinasi gotong royong dimulai hari ini Selasa (18/5/2021). Ini profil vaksin Sinopharm dan CanSino yang digunakan dalam vaksin gotong royong https://t.co/BFB8FDANBd,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/o6xlMpcdr1",
"Vaksin Sinopharm dan Cansino untuk di gunakan dalam program #VaksinGotongRoyongPekerja 

#VaksinGotongRoyongPekerja https://t.co/3BeDkzSjJH",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/yWjfLVP2H7",
"Vaksinasi gotong royong (VGR) untuk karyawan swasta dimulai hari ini. Vaksin yang digunakan pada tahap pertama ini adalah Sinopharm dan Cansino dengan biaya ditanggung oleh perusahaan. 

Namun, sejumlah pihak menilai harga yang ditetapkan pemerintah terlalu mahal. https://t.co/7XpiFhWxAW",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/AsyMNzguGN",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan.

#VaksinGotongRoyongPekerja https://t.co/l1ebpZaLMf",
"Perbedaan 5 vaksin Covid-19, baik yang sudah maupun yang akan digunakan di Indonesia. Vaksin Sinopharm, CanSino, AstraZeneca, Sinovac hingga Moderna. https://t.co/tiDkFfVJMk",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/6R2b5iTJgZ",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/t5Y3vdgs1z",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/br2Axs8jVA",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/nXceCguwHK",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dlm vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/lE4N3LjxH5",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong. 

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/9ChvuWaTpf",
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/fKxs5oVYGv",
"Dlm pelaksanaan vaksinasi Gotong Royong yg sdh ditetapkan, pemerintah memutuskan memakai jenis vaksin Sinopharm dan CanSino.
Proses vaksinasi Covid-19 ini dibebankan pd perush swasta. Dimana swasta wajib membeli vaksin mandiri ke pemerintah atau BUMN.
#VaksinGotongRoyongPekerja https://t.co/sxArAjDB1H",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/O09udYnwBf",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/JDECVXDwiP",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#vaksingotongroyongpekerja https://t.co/jkO2ktVL5u",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/LbUxqkjEcY",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/8LQp0ZFv3f",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan. https://t.co/PgtCf90dp3",
"(2) Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan.
. 
#VaksinGotongRoyongPekerja
@KemenBUMN https://t.co/Oeuh7HJg4q",
"Sobat BUMN! 

Pada hari ini, Vaksin Gotong Rotong resmi digunakan.

Vaksin yang digunakan dlm vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh &amp; keluarga perusahaan.

#VaksinGotongRoyongPekerja https://t.co/lKxWUeIKBb",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/gGyGCrEU8x",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/ISqtXpU7GR",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/sXEW9kcZFy",
"Pemerintah telah memutuskan menggunakan vaksin sinopharm dan cansino untuk program vaksinasi gotong royong.

#VaksinGotongRoyongPekerja https://t.co/cqpQQypQqt",
"Pemerintah telah memutuskan menggunakan vaksin sinopharm dan cansino untuk program vaksinasi gotong royong
#vaksinasigotongroyongpekerja https://t.co/Y6HUQ7rgA7",
"4.
Pemerintah telah memutuskan utk menggunakan vaksin Sinopharm dan Cansino utk program vaksinasi Gotong Royong ini.

#VaksinGotongRoyongPekerja https://t.co/mVfVnrXuDN",
"Dalam keterangan resmi Kemenkes, produk vaksin yang digunakan dalam vaksinasi Gotong Royong berbeda dari jenis vaksin yang digunakan dalam program Pemerintah.
Vaksin mandiri ini akan menggunakan vaksin produksi CanSino dan Sinopharm.
#VaksinGotongRoyongPekerja https://t.co/APdkr0kHti",
Valsin Sinopharm dan Cansino sebagai vaksin yg akan dipergunakan dalam program vaksinasi #VaksinGotongRoyongPekerja https://t.co/rv9TK3LssE,
"Selain Sinopharm, Vaksin Gotong Royong juga akan menggunakan vaksin CanSino dari China. Program ini akan menyuntikkan vaksin Covid-19 pada karyawan swasta. https://t.co/PSYMIeQmN4 #teknologi #gadget #tech",
"Jumlah vaksin yang dialokasikan untuk Vaksinasi Gotong Royong yang rencananya di mulai pasca lebaran ini, mencapai 20,2 juta dosis.
Vaksin yang akan digunakan dan sudah disetujui yakni Sinopharm dan CanSino. #StayFitForLife https://t.co/aJ6jlJtJTU",
"Ada beberapa FAQ nih, daripada jawabin 1-1 nih ya:

1. Vaksin yg dipake brand apa?

Saya pake Sinopharm, salah satu brand buat vaksin gotongroyong, selain Cansino. Beda ama yg dipake program pemerintah ya...",
"Berbeda dengan yang digunakan untuk program vaksinasi pemerintah, vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. @jokowi

Agenda Arsjad Rasjid, Caketum Kadin Indonesia https://t.co/EnyBrMzov5",
"Vaksinasi gotong royong dilaksanakan mulai dari kemarin. 

Ada dua vaksin Covid-19 yang akan digunakan, yakni dari Sinopharm dan CanSino.

Kita kenalan yuk sama vaksin sinopharm dan vaksinasi gotong royong seperti apa? Thread https://t.co/hMZH4EUCKT",
"Vaksin Sinopharm ini akan digunakan utk program vaksinasi gotong royong. Selain Sinopharm, satu lagi vaksin yg digunakan yaitu vaksin CanSino. https://t.co/ETdehM7wUz",
"Vaksinasi Gotong Royong Dimulai Hari Ini, 18 Mei 2021

Vaksin yang akan digunakan untuk vaksinasi Gotong Royong adalah vaksin Sinopharm. Sedangkan untuk CanSino sebagai kandidat lainnya masih dalam proses. https://t.co/mTgwiPRqJD

𝗝𝗼𝗸𝗼𝘄𝗶 𝗟𝗮𝘄𝗮𝗻 𝗣𝗮𝗻𝗱𝗲𝗺𝗶 https://t.co/crAa30wJ33",
"""Jenis vaksin yang akan digunakan dalam vaksin gotong royong yakni akan dimulai dengan vaksin Sinopharm, nantinya ada CanSino juga,"" ujar Basyir. Prosedur penyuntikan vaksin gotong royong juga dilakukan sebanyak dua kali dengan jeda waktu tertentu.

#vaksingotongroyong #kilatnews https://t.co/I0Rsi7tPpv",
,
